# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
9520        17   45599316   45701142    240      46  213446     -0.37163    5.2458e-14     -0.37163
3837        17   45725861   45762537    104      33  238097       1.1756    5.2403e-14       1.1756
9755        17   45770441   45789929     72      24  255038     -0.23432    5.2486e-14     -0.23432
30009       17   45809610   45823985     63      18  318650     -0.45951    5.2458e-14     -0.45951
114881      17   45884233   45900169     84      21  344253      0.41253    5.2458e-14      0.41253
124995      17   45900138   45909907     56      15  306745      0.49402    5.2458e-14      0.49402
90506       17   45907993   45915579     35      12  361198      0.81746    5.2514e-14      0.81746
90507       17   45914547   45919699     23      14  279310       1.1861    5.2403e-14       1.1861
80320       17   45921780   45934240     63      18  301917      0.61194    5.2514e-14      0.61194
6668        17   45972516   46006823    151      40  221628      -1.1576    5.2403e-14      -1.1576
55163       17   46017889   46027174     42      18  259028     -0.43506    5.2458e-14     -0.43506
79170       17   46028833   46036252     40      15  283061     -0.75134    5.2514e-14     -0.75134
80279       17   46046894   46059652     77      17  218251      -0.9895    5.2514e-14      -0.9895
51226       17   46103033   46121908     78      27  272697     -0.23105    5.2486e-14     -0.23105
4779        17   46124686   46139407     63      29  205917      -0.7829    5.2514e-14      -0.7829
10951       17   46146914   46179883    136      26  320833      -1.1682    5.2403e-14      -1.1682
29916       17   46183911   46200609     81      17  332868       -1.413    5.2403e-14       -1.413
8631        17   46210302   46508596   1086      58  300447      0.10628    5.2486e-14      0.10628
3211        17   46606307   46609272     10       4  293674      -1.0039    5.2403e-14      -1.0039
3212        17   46619517   46623393     16       8  333673       -1.438    5.2403e-14       -1.438
3213        17   46625732   46668634    149      41  299338      -0.6382    5.2514e-14      -0.6382
3214        17   46652369   46656743     14       8  249026       1.4671    5.2403e-14       1.4671
3215        17   46668119   46672103     15       7  325838        -1.27    5.2403e-14        -1.27
3216        17   46672599   46683343     40      19  271877     -0.96125    5.2514e-14     -0.96125
3217        17   46684094   46689383     21      10  284050      0.97352    5.2514e-14      0.97352
3218        17   46689208   46693474     14       9  314719     -0.19738    5.2486e-14     -0.19738
3219        17   46698018   46704835     38      14  285028      0.37543    5.2458e-14      0.37543
101060400   17   46711666   46725875     81      23  332471      0.14818    5.2486e-14      0.14818
84366       17   46798581   46800882     10       6  246345     -0.23639    5.2486e-14     -0.23639
360205      17   46799542   46802619     13       9  228785     -0.29074    5.2458e-14     -0.29074
10481       17   46801625   46807111     16      10  246778     -0.51621    5.2514e-14     -0.51621
284076      17   46839093   46895469    225      35  321123       0.5647    5.2514e-14       0.5647
10241       17   46907350   46943107    139      23  305819      0.72257    5.2514e-14      0.72257
516         17   46969148   46973733     16       6  305748     0.012957    5.2481e-14     0.012957
65264       17   46984731   47006922    102      15  274936     -0.17056    5.2486e-14     -0.17056
11267       17   47006958   47023484     85      18  304826     -0.65116    5.2514e-14     -0.65116
2695        17   47035418   47046955     56      12  314403      -1.5588    5.2403e-14      -1.5588
10642       17   47073774   47134007    193      49  245571     -0.67057    5.2514e-14     -0.67057
124872      17   47208822   47247851    167      48  278603     -0.92618    5.2514e-14     -0.92618
2793        17   47283096   47288936     28      15  330016     -0.35014    5.2458e-14     -0.35014
51225       17   47286589   47301087     68      23  310348      0.73306    5.2514e-14      0.73306
162466      17   47300228   47310009     29       9  352450      0.67571    5.2514e-14      0.67571
22834       17   47366068   47440835    282      31  269881      -1.1629    5.2403e-14      -1.1629
5245        17   47480910   47493267     60      27  241681      0.10165    5.2486e-14      0.10165
4804        17   47571655   47592882    121      50  221436     -0.55461    5.2514e-14     -0.55461
11248       17   47652298   47661672     35      16  192860      -1.2835    5.2403e-14      -1.2835
8405        17   47675746   47756525    233      76  187595     -0.82473    5.2514e-14     -0.82473
10237       17   47777796   47786313     33      18  104747     -0.93943    5.2514e-14     -0.93943
81558       17   47787187   47842518    155      60  144775      -0.9021    5.2514e-14      -0.9021
11143       17   47864922   47906958    119      48  132068     -0.57144    5.2514e-14     -0.57144
255061      17   47915171   47926379     29      20  151092     -0.60989    5.2514e-14     -0.60989
729220      17   47922272   47926699      9       5  264443     -0.76817    5.2514e-14     -0.76817
1748        17   48045562   48052823     34      12  171783     -0.41463    5.2458e-14     -0.41463
1747        17   48066869   48073588     43      13  297042       1.2665    5.2403e-14       1.2665
3675        17   48132340   48168349    158      34  242283       3.1709    5.2403e-14       3.1709
5164        17   48171101   48189233     98      26  297133       3.0353    5.2403e-14       3.0353
201191      17   48188173   48208246     75      35  211168       2.8058    5.2403e-14       2.8058
84687       17   48210601   48228877     57      32  209525       3.7134    5.2403e-14       3.7134
6442        17   48242240   48253793     54      20  265313    -0.077916    5.2486e-14    -0.077916
1277        17   48260957   48280003     96      39  195205      -0.4078    5.2458e-14      -0.4078
162461      17   48347767   48359346     66      28  258835      0.84769    5.2514e-14      0.84769
64132       17   48422393   48441012     90      16  313849      -1.3983    5.2403e-14      -1.3983
51264       17   48444728   48451562     33       7  353947      -1.1605    5.2403e-14      -1.1605
146956      17   48449581   48459320     59      15  280789     -0.48866    5.2458e-14     -0.48866
55379       17   48458094   48475914     86      19  316535     -0.56464    5.2514e-14     -0.56464
80221       17   48502519   48552700    217      44  263056      0.88517    5.2514e-14      0.88517
1101        17   48541353   48548242     32      12  289427      0.30968    5.2458e-14      0.30968
55316       17   48555190   48563836     37      12  188219      0.57118    5.2514e-14      0.57118
84073       17   48584745   48609363    126      28  293974      -1.1438    5.2403e-14      -1.1438
55040       17   48609043   48621611     72      28  239161     -0.73861    5.2514e-14     -0.73861
64847       17   48623450   48633713     64      14  304547     -0.80787    5.2514e-14     -0.80787
8913        17   48637429   48705335    291      58  241355      -2.4951    5.2403e-14      -2.4951
8714        17   48711205   48769563    262      73  222154      0.37201    5.2458e-14      0.37201
91369       17   48770051   48786270     56      22  196640      0.81991    5.2514e-14      0.81991
51747       17   48795926   48830572    150      42  245946       1.1577    5.2403e-14       1.1577
124857      17   48911011   48920209     44      10  330973     -0.17162    5.2486e-14     -0.17162
10140       17   48939084   48946339     23      12  210113      0.16598    5.2486e-14      0.16598
9043        17   49039035   49199226    530      54  161894      -1.4025    5.2403e-14      -1.4025
654364      17   49229897   49249605     92      24  314154       1.0192    5.2403e-14       1.0192
4830        17   49229920   49239950     54      13  346924      0.93419    5.2514e-14      0.93419
4831        17   49241796   49249605     29      12  299129       1.1767    5.2403e-14       1.1767
54799       17   49254286   49338788    357      37  248820      0.85249    5.2514e-14      0.85249
51096       17   49336897   49375794    173      37  249610      0.47319    5.2458e-14      0.47319
56934       17   49707174   50238377   2323     154  252171        2.516    5.2403e-14        2.516
100506650   17   51061879   51065512     24       8   63519       1.6732    5.2403e-14       1.6732
84643       17   51899239   51903073     41      15  260471     -0.58696    5.2514e-14     -0.58696
10040       17   52976880   53039828    304      35  279493      -1.4354    5.2403e-14      -1.4354
1353        17   53028759   53047064    109      18  310557      -1.6659    5.2403e-14      -1.6659
252983      17   53045119   53242146    891      59  256598      -1.3015    5.2403e-14      -1.3015
3131        17   53341321   53402926    253      62  218812     0.091826    5.2486e-14     0.091826
23531       17   53469474   53500341    132      35  230166     -0.56041    5.2514e-14     -0.56041
55273       17   53796488   53810482     50      22   99549    -0.011776    5.2481e-14    -0.011776
58488       17   53827340   53921022    488      37  257717       1.5342    5.2403e-14       1.5342
